score_mode,symbol,bucket,membership_count,membership_share_pct,avg_5b_return_pct,avg_10b_return_pct,avg_20b_return_pct
trend_consistency_20_x_slope_20,TSLA,bottom,640,0.0,0.003576318791181382,-0.05107952247644236,-0.002507933431603071
trend_consistency_20_x_slope_20,QCOM,bottom,639,0.0,0.002610163671437601,-0.07097018232431497,0.005260331779505471
trend_consistency_20_x_slope_20,LLY,bottom,615,0.0,-0.08168284622054506,-0.07191980713576904,-0.029647943358354495
trend_consistency_20_x_slope_20,AMD,bottom,559,0.0,-0.11624324478696572,-0.06696895381699475,-0.1806797554488468
trend_consistency_20_x_slope_20,MSFT,bottom,555,0.0,-0.12526460922309787,-0.19062501778062238,-0.2443673057359849
trend_consistency_20_x_slope_20,HD,bottom,541,0.0,0.011045345153308546,0.08957740670484801,0.2625743707220096
trend_consistency_20_x_slope_20,GOOGL,bottom,530,0.0,-0.10360008282304385,-0.2559522635408546,-0.36979097303065667
trend_consistency_20_x_slope_20,WFC,bottom,515,0.0,0.005505175524817053,-0.012301091317795403,-0.18561457694672234
trend_consistency_20_x_slope_20,ABBV,bottom,508,0.0,0.001815416900455252,-0.009187143030269879,-0.19907679469243073
trend_consistency_20_x_slope_20,HON,bottom,474,0.0,0.03681103442469732,0.02537332959778831,-0.0524097266874185
trend_consistency_20_x_slope_20,BAC,bottom,456,0.0,-0.11758516800923674,-0.22681733032998194,-0.38735424624084724
trend_consistency_20_x_slope_20,XOM,bottom,450,0.0,0.06474180423478629,0.17603661016128874,0.4480982133677858
trend_consistency_20_x_slope_20,COP,bottom,444,0.0,0.13551483905881911,0.24244555557056235,0.5833575632465275
trend_consistency_20_x_slope_20,C,bottom,421,0.0,-0.018138663341284958,0.06414281374988665,-0.01433271067630509
trend_consistency_20_x_slope_20,JPM,bottom,373,0.0,0.01465026380841985,0.04460859946979398,-0.0770386642143868
trend_consistency_20_x_slope_20,JPM,middle,751,0.0,0.04453288578588135,0.034758234556309636,0.13568506746156142
trend_consistency_20_x_slope_20,BAC,middle,635,0.0,0.08488543044157262,0.15132326651440095,0.17797713052289948
trend_consistency_20_x_slope_20,HD,middle,633,0.0,-0.02430885821550388,-0.1439470774658666,-0.4471669210910686
trend_consistency_20_x_slope_20,ABBV,middle,569,0.0,-0.03161670161948122,-0.14516108257636098,-0.2582801424292678
trend_consistency_20_x_slope_20,HON,middle,562,0.0,0.05664243401047197,0.08301095278735358,0.2829486214899577
trend_consistency_20_x_slope_20,WFC,middle,557,0.0,0.0052251508505398595,-0.006457481207420838,0.016169908163545722
trend_consistency_20_x_slope_20,QCOM,middle,553,0.0,-0.01651955615220709,-0.005453475914002293,-0.4158104373497758
trend_consistency_20_x_slope_20,GOOGL,middle,545,0.0,-0.03897943170571287,0.001968304049861381,-0.11617885507600506
trend_consistency_20_x_slope_20,MSFT,middle,517,0.0,-0.07876211307108177,-0.22124621049432597,-0.3598574113326018
trend_consistency_20_x_slope_20,LLY,middle,485,0.0,0.03599296992255254,-0.03517745918779043,-0.10458106373811889
trend_consistency_20_x_slope_20,C,middle,452,0.0,0.06802179534442507,-0.012073490066575732,0.24565962157510657
trend_consistency_20_x_slope_20,TSLA,middle,428,0.0,-0.09727328522363399,-0.18817402121686264,-0.45716681941401555
trend_consistency_20_x_slope_20,XOM,middle,365,0.0,0.06993978559266632,0.16699955119281745,0.420208595878883
trend_consistency_20_x_slope_20,COP,middle,344,0.0,0.08443518475765836,0.21255143110513214,0.34613964449419615
trend_consistency_20_x_slope_20,AMD,middle,324,0.0,0.07704850411400771,-0.03969806564705911,0.20052966162481162
trend_consistency_20_x_slope_20,COP,top,756,9.792746113989638,0.02989950672482266,0.05751017310591163,0.11592142020769261
trend_consistency_20_x_slope_20,XOM,top,729,9.44300518134715,0.041053201160867525,0.042261996447619264,0.0033585564113881835
trend_consistency_20_x_slope_20,C,top,671,8.691709844559584,0.03313126949173944,0.09991702349214956,0.09556312659570569
trend_consistency_20_x_slope_20,AMD,top,661,8.562176165803109,0.12591596641586975,0.21498364902013378,0.35523660757616177
trend_consistency_20_x_slope_20,HON,top,508,6.580310880829016,-0.009264745964471797,0.05581536773847198,0.05226847292902405
trend_consistency_20_x_slope_20,TSLA,top,476,6.165803108808291,-0.1407049707476801,-0.20442235179014046,-0.47672496985278456
trend_consistency_20_x_slope_20,MSFT,top,472,6.113989637305699,0.0574049217837792,0.11893503375285801,-0.030498997316829056
trend_consistency_20_x_slope_20,WFC,top,472,6.113989637305699,-0.03456371549912491,-0.03090865628519698,0.06418331032691298
trend_consistency_20_x_slope_20,GOOGL,top,469,6.075129533678757,0.13435237074642126,0.22843568005429107,0.4382455589746524
trend_consistency_20_x_slope_20,ABBV,top,467,6.04922279792746,-0.01176445647518202,0.07958183794004076,0.3192420622790389
trend_consistency_20_x_slope_20,BAC,top,453,5.867875647668394,0.019107641098509105,0.051831401253228576,0.20917624495403128
trend_consistency_20_x_slope_20,LLY,top,444,5.751295336787565,-0.026361095989965822,-0.061368759137017,-0.2475578103795399
trend_consistency_20_x_slope_20,JPM,top,420,5.4404145077720205,-0.07366203882586225,-0.07242796506983139,-0.13325799151090972
trend_consistency_20_x_slope_20,HD,top,370,4.792746113989637,-0.10409620054425488,-0.15287601886946292,-0.1897664229017873
trend_consistency_20_x_slope_20,QCOM,top,352,4.5595854922279795,-0.26493417568129757,-0.4454176439623407,-0.5592289986239128
